scenario,status,objective,gen_cost,shed_cost,total_demand_MW,served_load_MW,total_shed_MW,shed_pct,shed_level1_MW,shed_level2_MW,shed_level3_MW,n_gen_fault,n_line_fault_direct,n_transformer_fault,n_branch_outage_total,n_thermal_off,failed_generators,failed_lines_direct,failed_transformers,failed_transformer_buses,outaged_branches_total,thermal_unit_on
365,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
366,optimal,1617903.9156180217,203198.01524760606,1414705.9003704158,6754.5684,5339.862499933909,1414.7059000660913,20.944430736182806,1.7099460517201584e-08,3.7607266965054984e-08,1414.7059000113845,1,0,0,0,1,G4,,,,,G2=1;G3=1;G4=0;G5=1;G9=1;G10=1
367,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
368,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
369,optimal,1942005.9141787183,176450.01352167473,1765555.9006570436,6754.5684,4989.012499876619,1765.555900123381,26.138693038083392,2.9752059733918543e-08,6.64735338223288e-08,1765.5559000271553,1,0,0,0,1,G10,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=0
370,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
371,optimal,1942005.9141787183,176450.01352167473,1765555.9006570436,6754.5684,4989.012499876619,1765.555900123381,26.138693038083392,2.9752059733918543e-08,6.64735338223288e-08,1765.5559000271553,1,0,0,0,1,G10,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=0
372,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
373,optimal,1856229.960667825,215924.06002137897,1640305.900646446,6754.5684,5114.2624998873,1640.3059001127006,24.284392472992064,2.971388210049674e-08,6.65801420753459e-08,1640.3059000164064,1,0,0,0,1,G9,,,,,G2=1;G3=1;G4=1;G5=1;G9=0;G10=1
374,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
375,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
376,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
377,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,1,0,0,0,0,G8,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
378,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
379,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
380,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
381,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
382,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
383,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
384,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
385,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
386,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
387,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
388,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
389,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
390,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
391,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
392,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
393,optimal,1809272.2391835516,238966.33814384614,1570305.9010397056,6754.5684,5184.262499825423,1570.305900174577,23.24805682883568,4.869627558902072e-08,1.0671562093651315e-07,1570.3059000191647,1,0,0,0,0,G1,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
394,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
395,optimal,1421105.0200076625,248686.61939763324,1172418.4006100292,6754.5684,5582.149999912271,1172.4184000877294,17.357413984996132,2.9548047475535493e-08,6.409181553006159e-08,1172.4183999940894,1,0,0,0,0,G7,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
396,optimal,1760144.3196719813,217338.41940008034,1542805.900271901,6754.5684,5211.762499954262,1542.8059000457379,22.840924966364064,1.2671097422401753e-08,2.803087046639168e-08,1542.8059000050362,1,0,0,0,1,G3,,,,,G2=1;G3=0;G4=1;G5=1;G9=1;G10=1
397,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
398,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
399,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
400,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
401,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
402,optimal,1011492.5200230477,248686.6193965535,762805.9006264942,6754.5684,5991.762499879581,762.8059001204189,11.293184922376668,2.8975934492874466e-08,6.13230024064626e-08,762.8059000301198,0,1,0,1,0,,L31,,,L31,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
403,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
404,optimal,1651070.9307264644,222365.03024655534,1428705.900479909,6754.5684,5325.86249991447,1428.7059000855293,21.151697865485072,2.2397464574565604e-08,4.820062919553181e-08,1428.705900014931,1,0,0,0,1,G5,,,,,G2=1;G3=1;G4=1;G5=0;G9=1;G10=1
405,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
406,optimal,1651070.9334424492,222365.03022397775,1428705.9032184714,6754.5684,5325.862499354742,1428.7059006452578,21.151697873771738,1.4028196308015267e-07,3.276690044954179e-07,1428.7059001773068,1,1,0,1,1,G5,L1,,,L1,G2=1;G3=1;G4=1;G5=0;G9=1;G10=1
407,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
408,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
409,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
410,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
411,optimal,1011492.5200275244,248686.61939637654,762805.9006311479,6754.5684,5991.762499877824,762.8059001221766,11.29318492240269,2.9021913510884073e-08,6.19435385398313e-08,762.8059000312112,0,1,0,1,0,,L28,,,L28,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
412,optimal,2604881.760433289,184575.8600230086,2420305.9004102806,6754.5684,4334.262499926341,2420.3059000736594,35.832132517507105,1.9081000258561377e-08,4.122299942186746e-08,2420.3059000133553,3,0,0,0,2,G3;G6;G9,,,,,G2=1;G3=0;G4=1;G5=1;G9=0;G10=1
413,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
414,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
415,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
416,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
417,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
418,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,1,0,0,0,0,G6,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
419,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
420,optimal,1760144.3196737499,217338.4194000712,1542805.9002736786,6754.5684,5211.762499953955,1542.8059000460457,22.840924966368625,1.2754664950509395e-08,2.8210272134791956e-08,1542.805900005081,0,1,0,1,1,,L20,,,L20,G2=1;G3=0;G4=1;G5=1;G9=1;G10=1
421,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
422,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
423,optimal,2786927.8185823383,244494.31815432874,2542433.5004280093,6754.5684,5903.414899880751,851.1535001192486,12.601153022882242,112.75200001727792,169.12800003831495,569.2735000636558,0,1,1,4,0,,L29,T8,8,L11;L15;L16;L29,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
424,optimal,1421105.0200076625,248686.61939763324,1172418.4006100292,6754.5684,5582.149999912271,1172.4184000877294,17.357413984996132,2.9548047475535493e-08,6.409181553006159e-08,1172.4183999940894,1,0,0,0,0,G7,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
425,optimal,1942005.9141787183,176450.01352167473,1765555.9006570436,6754.5684,4989.012499876619,1765.555900123381,26.138693038083392,2.9752059733918543e-08,6.64735338223288e-08,1765.5559000271553,1,0,0,0,1,G10,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=0
426,optimal,1651070.9307264644,222365.03024655534,1428705.900479909,6754.5684,5325.86249991447,1428.7059000855293,21.151697865485072,2.2397464574565604e-08,4.820062919553181e-08,1428.705900014931,1,0,0,0,1,G5,,,,,G2=1;G3=1;G4=1;G5=0;G9=1;G10=1
427,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
428,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
429,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
430,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
431,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
432,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
433,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
434,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
435,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
436,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
437,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
438,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
439,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
440,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
441,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
442,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
443,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
444,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
445,optimal,1760144.3196719813,217338.41940008034,1542805.900271901,6754.5684,5211.762499954262,1542.8059000457379,22.840924966364064,1.2671097422401753e-08,2.803087046639168e-08,1542.8059000050362,1,0,0,0,1,G3,,,,,G2=1;G3=0;G4=1;G5=1;G9=1;G10=1
446,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
447,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
448,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
449,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
450,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
451,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
452,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
453,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
454,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
455,optimal,1421105.0200076625,248686.61939763324,1172418.4006100292,6754.5684,5582.149999912271,1172.4184000877294,17.357413984996132,2.9548047475535493e-08,6.409181553006159e-08,1172.4183999940894,1,0,0,0,0,G7,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
456,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
457,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
458,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
459,optimal,1011492.5199887936,248686.61939682037,762805.9005919733,6754.5684,5991.762499887271,762.8059001127292,11.293184922262823,2.7458001515250526e-08,5.803054095238996e-08,762.8059000272406,0,0,0,0,0,,,,,,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
460,optimal,1617903.9156180217,203198.01524760606,1414705.9003704158,6754.5684,5339.862499933909,1414.7059000660913,20.944430736182806,1.7099460517201584e-08,3.7607266965054984e-08,1414.7059000113845,1,0,0,0,1,G4,,,,,G2=1;G3=1;G4=0;G5=1;G9=1;G10=1
461,optimal,1760144.3196745194,217338.41940006224,1542805.9002744572,6754.5684,5211.762499953639,1542.8059000463609,22.840924966373287,1.2779276903178535e-08,2.827068163579692e-08,1542.8059000053108,0,1,0,1,1,,L23,,,L23,G2=1;G3=0;G4=1;G5=1;G9=1;G10=1
462,optimal,1183124.3197193726,240318.41939936177,942805.9003200107,6754.5684,5811.762499947186,942.8059000528137,13.95804800870495,1.4920159021464624e-08,3.322893986277687e-08,942.8059000046644,0,1,0,1,0,,L19,,,L19,G2=1;G3=1;G4=1;G5=1;G9=1;G10=1
463,optimal,1760144.3196719813,217338.41940008034,1542805.900271901,6754.5684,5211.762499954262,1542.8059000457379,22.840924966364064,1.2671097422401753e-08,2.803087046639168e-08,1542.8059000050362,1,0,0,0,1,G3,,,,,G2=1;G3=0;G4=1;G5=1;G9=1;G10=1
464,optimal,1760144.3196719813,217338.41940008034,1542805.900271901,6754.5684,5211.762499954262,1542.8059000457379,22.840924966364064,1.2671097422401753e-08,2.803087046639168e-08,1542.8059000050362,1,0,0,0,1,G3,,,,,G2=1;G3=0;G4=1;G5=1;G9=1;G10=1
